1	0.0218	0.8902	Nom projecte
1	0.0203	0.8470	Promoció congressos
1	0.0203	0.7916	Desenvolupament ecosistema 22@
1	0.0203	0.7290	Ciència, Tecnologia i Societat
1	0.0218	0.6663	Projecte de participació institucional com a membre conseller
1	0.0203	0.6047	Festa de Cap d'Any 2025
1	0.0218	0.5431	Barcelona Festival de Nadal i encesa dels Ilums de nadal
1	0.0218	0.4815	Llum BCN. Festival d'arts lumíniques
1	0.0217	0.4189	La Mercè 2025
1	0.0218	0.3562	Nadal: Instal-lació artística plaça Sant Jaume i Cavalcada de Reis
1	0.0218	0.2946	Grec Festival de Barcelona
1	0.0218	0.2330	Accions de promoció turística de la Destinació Barcelona - Consorci Turisme de Barcelona
1	0.0203	0.1704	Cunart ala iniciotivo nor a Droductivitot io Innovoció (|Dll dol Corea d'Cennamis
1	0.0218	0.1087	Millora de l'ús turístic de la Biblioteca Gabriel García Márquez i entorns
1	0.2805	0.8902	Resum projecte
1	0.2805	0.8645	La participació de Barcelona a l'ISE 2025, la fira audiovisual més gran d'Europa, reforça el posicionament de la ciutat com a referent en turisme de negocis i indústries
1	0.2834	0.8532	reatives. Amb un estand de 256m? i activitats conjuntes amb l'ICUB i el Clúster Audiovisual, es promouen serveis municipals, networking i la visibilitat d'empreses locals.
1	0.2805	0.8399	L'impacte econòmic i internacional de l'esdeveniment contribueix a dinamitzar el sector audiovisual i a consolidar Barcelona com a pol d'innovació i atractiu turístic
1	0.2805	0.8275	professional.
1	0.2849	0.8091	I projecte "Desenvolupament Ecosistema 22@" impulsa un districte d'innovació que connecta empreses, institucions i ciutadania, fomentant la captació de talent
1	0.2849	0.7978	iversió internacional. Amb accions com esdeveniments, tours i promoció global, contribueix a un turisme especialitzat vinculat a l'economia del coneixement. Aques
1	0.2805	0.7844	model genera ocupació qualificada, redueix l'estacionalitat turística i promou la sostenibilitat urbana. El 22@ es consolida com a referent en innovació i qualitat de vida,
1	0.2805	0.7721	reforçant el posicionament de Barcelona com a hub tecnològic i destinació de turisme professional.
1	0.2805	0.7464	El projecte "Ciència, Tecnologia i Societat" reforça el posicionament de Barcelona com a capital cientifica i tecnologica amb motiu del 20è aniversari del BSC. La seva
1	0.2805	0.7351	excel-lència en supercomputació, lA i ciències de la vida atrau esdeveniments i congressos internacionals, generant turisme especialitzat i impacte econòmic directe en
1	0.2820	0.7218	allotjaments i serveis. Aquesta aposta per la divulgació i la innovació científica contribueix a un model de turisme de qualitat, vinculat al coneixement, que enriqueix la
1	0.2819	0.7105	imatge global de la ciutat i la seva capacitat d'atracció.
1	0.2805	0.6837	La participació institucional de Barcelona com a membre conseller de la Fundació Cotec reforça el seu lideratge en innovació i turisme de coneixement. Aquesta
1	0.2805	0.6725	col-laboració públic-privada facilita l' organizació d'esdeveniments i projectes pilot que atrauen turisme de qualitat, amb major poder adquisitiu i estades més llargues. A
1	0.2805	0.6601	més, posiciona la ciutat com a referent en economia del coneixement, sostenibilitat i digitalització, contribuint a la competitivitat, l'ocupació qualificada i la reputació
1	0.2805	0.6489	internacional de Barcelona com a destinació de turisme científic i de negocis.
1	0.2849	0.6221	a festa de Cap d'Any a Barcelona, amb espectacle de drons, pirotècnia i música a l'avinguda de la Reina Maria Cristina, reforça l'atractiu cultural i turístic de la ciuta
1	0.2849	0.6119	urant el període nadalenc. Amb la participació de 100.000 persones i una producció artística d'alt nivell, l'esdeveniment posiciona Barcelona com a referen
1	0.2805	0.5985	internacional en celebracions urbanes. Aquesta proposta innovadora en llenguatges visuals i escenografia contribueix a enriquir 'oferta cultural, atraient turisme de
1	0.2805	0.5862	qualitat i generant impacte economic positiu en allotjament, restauració i serveis locals.
1	0.2892	0.5605	arcelona Festival de Nadal consolida la ciutat com a destinació turística d'hivern, amb una programació cultural diversa i de qualitat que transforma la pla
1	0.2878	0.5493	talunya en un espai de celebració. Dirigit a públics locals i internacionals, el festival promou el comerç, la dinamització de l'espai públic i l'atracció de visitants dura
1	0.2805	0.5370	una temporada tradicionalment menys turística. Amb l'objectiu d'internacionalitzar la seva oferta, el projecte reforça la marca cultural de Barcelona i contribueix a un
1	0.2805	0.5236	model de turisme sostenible, familiar i vinculat a l'experiència artística.
1	0.2820	0.4989	El festival Llum BCN transforma el Poblenou en un espai 'experimentació artística i tecnologica, atraient més de 300.000 visitants en la seva edició de 2025. Amb
1	0.2820	0.4855	instal-lacions lumíniques d'artistes internacionals i escoles locals, el festival reforça el posicionament de Barcelona com a destinació cultural de qualitat. La jornada Llum
1	0.2791	0.4670	(CePt a, a retria profesional luptica internaciona. esdeveniment contibuix al dinamitacó de distrite 28, promou el turisme sostenible i
1	0.2849	0.4373	a Mercè és la Festa Major de Barcelona i un dels grans motors de promoció turística i cultural de la ciutat. Amb més de 500 activitats gratuïtes i una clara aposta per l
1	0.2834	0.4239	lescentralització, el festival democratitza l'accés a la cultura i activa nous espais urbans. La presència de Manchester com a ciutat convidada el 2025 reforça els vincle.
1	0.2805	0.4127	internacionals i atrau turisme cultural diversificat. La col-laboració amb Mondiacult (UNESCO) i la fusió d'estils artístics posicionen Barcelona com a capital creativa
1	0.2805	0.4004	global, amb un impacte directe en el sector turístic i econòmic.
1	0.2805	0.3757	La instal-lació artística de Nadal a la plaça Sant Jaume i la Cavalcada de Reis són dos grans esdeveniments que enriqueixen l'oferta cultural nadalenca de Barcelona. Amb
1	0.2820	0.3634	propostes innovadores com el vídeo mapping i una desfilada participativa de gran format, es promouen valors com la diversitat, la inclusió i la cohesió social. Aquests
1	0.2805	0.3490	projectes, ubicats en espais emblematics i amb gran cobertura mediática, contribueixen a posicionar la ciutat com a destinació turística d'hivern, atraient visitants
1	0.2805	0.3388	nacionals i internacionals i generant un impacte positiu en el teixit economic local.
1	0.2805	0.3130	El Grec Festival de Barcelona és un referent internacional en arts escèniques que atrau públic local i turisme cultural de tot Catalunya, l'Estat i el sud d'Europa. Amb més
1	0.2805	0.3007	de 127.000 espectadors i una programació distribuida per tota la ciutat, el festival promou la descentralizació cultural i la col-laboració amb entitats locals. Les
1	0.2805	0.2884	coproduccions amb festivals europeus reforcen la projecció internacional de Barcelona com a capital creativa. L'impacte turístic del Grec afavoreix la dinamització
1	0.2805	0.2772	económica, la diversificació de públics i la consolidació d'un model de turisme cultural sostenible.
1	0.2820	0.2504	El projecte d'accions de promoció turística posiciona Barcelona com a destinació urbana sostenible, creativa i diversa. Mitjançant el Consorci de Turisme, s'impulsen
1	0.2834	0.2392	accions segmentades en mercats estratègics, es promou la desconcentració territorial i es reforca el turisme MICE, cultural i de gualitat. La digitalizació, el partenariat
1	0.2805	0.2268	públic-privat i la microsegmentació permeten millorar la gestió turística i ampliar l'impacte econòmic i social. El projecte contribueix a un model turistic coherent amb la
1	0.2805	0.2156	vida ciutadana, potenciant el comerc local i la reputació internacional de Barcelona com a ciutat innovadora i regenerativa.
1	0.2820	0.1899	La Iniciativa per la Productivitat i la Innovació (IPI) del Cercle d'Economia impulsa un nou model productiu eficient i sostenible, amb la col-laboració de sectors públics.
1	0.2820	0.1767	privats i acadèmics. L'objectiu és posicionar Catalunya com a líder europeu en innovació el 2030, abordant reptes com el dèficit de talent STEM i la transferència
1	0.2834	0.1643	ecnològica. Aquest enfocament reforca l'atractiu de Barcelona com a ciutat innovadora, afavorint el turisme de aualitat vinculat al coneixement, als congressos i al
1	0.2805	0.1529	l'activitat econòmica avançada, amb impacte positiu en la reputació i el desenvolupament local.
1	0.2834	0.1253	I projecte de millora de l'ús turístic de la Biblioteca Gabriel García Márquez busca equilibrar l'afluència de visitants amb la preservació del silenci i la qualitat d
1	0.2834	0.1139	'experiència lectora. Mitjançant rutes guiades, activitats literàries i mesures de gestió com la senyalització, la zonificació d'espais i la programació en franges horàries, es
1	0.2820	0.1016	minimitza l'impacte del turisme i es garanteix la convivència amb els usuaris locals. El projecte reforça la desconcentració territorial i posiciona Sant Martí com a pol
1	0.2820	0.0893	cultural, promovent un turisme responsable, educatiu i integrador.
1	0.7267	0.8901	Import
1	0.7558	0.8470	350.000,00 €
1	0.7922	0.8913	CdG aprovació Organ gestor (1)
1	0.9172	0.8963	Objectiu finalista (
1	0.9215	0.8840	Generalitat)(2)
1	0.7994	0.8460	16/10/2025 Pericia d'Ana iconomia i
1	0.7587	0.7906	54.350,00 €|
1	0.8038	0.7936	16/10/2025 Gerència de Promoció
1	0.8358	0.7844	Economici
1	0.7558	0.7290	365.000,00 €
1	0.8023	0.7300	16/10/2025 Gerència de Promoció
1	0.7587	0.6674	60.000,00 €
1	0.7544	0.6047	300.000,00 €
1	0.7544	0.5442	354.450,00 €
1	0.7529	0.4805	300.000,00 €
1	0.8009	0.6652	16/10/2025 Cerenci de Promoció
1	0.8009	0.6047	16/10/2025 ICUB
1	0.8023	0.5442	16/10/2025 ICUB
1	0.9390	0.5441	A
1	0.8008	0.4805	16/10/2025 (CUB
1	0.9390	0.4795	A
1	0.7543	0.4189	300.000,00 €
1	0.8008	0.4189	16/10/2025 (CUB
1	0.9390	0.4189	A
1	0.7529	0.3552	259.000,00 €
