1	0.0203	0.8891	Nom projecte
1	0.0203	0.8470	Promoció congressos
1	0.0218	0.7895	Desenvolupament ecosistema 22@
1	0.0218	0.7279	Ciència, Tecnologia i Societat
1	0.0203	0.6674	Projecte de participació institucional com a membre conseller
1	0.0203	0.6047	Festa de Cap d'Any 2025
1	0.0203	0.5431	IBarcelona Festival de Nadal i encesa dels Ilums de nadal
1	0.0218	0.4795	Llum BCN. Festival d'arts lumíniques
1	0.0218	0.4178	La Mercè 2025
1	0.0218	0.3562	Nadal: Instal•lació artística plaça Sant Jaume i Cavalcada de Reis
1	0.0218	0.2936	Grec rectival de karcelona
1	0.0218	0.2311	Accions de promoció turistica de la Destinació Barcelona - Consorci Turisme de Barcelona
1	0.0218	0.1694	Suport a la Iniciativa per la Productivitat i la Innovació (IPI) del Cercle d'Economia
1	0.0218	0.1078	Millora de l'ús turístic de la Biblioteca Gabriel García Márquez i entorns
1	0.2805	0.8901	Resum projecte
1	0.2892	0.8645	participació de Barcelona a l'ISE 2025, la fira audiovisual més gran d'Europa, reforça el posicionament de la ciutat com a referent en turisme de negocis i indústr
1	0.2892	0.8542	atives. Amb un estand de 256m? i activitats conjuntes amb l'ICUB i el Clúster Audiovisual, es promouen serveis municipals, networking i la visibilitat d'empreses loc
1	0.2805	0.8409	L'impacte econòmic i internacional de l'esdeveniment contribueix a dinamitzar el sector audiovisual ia consolidar Barcelona com a pol d'innovació i atractiu turístic
1	0.2805	0.8265	professional.
1	0.2907	0.8070	rojecte "Desenvolupament Ecosistema 22@" impulsa un districte d'innovació que connecta empreses, institucions i ciutadania, fomentant la captació de tale
1	0.2907	0.7978	ersió internacional. Amb accions com esdeveniments, tours i promoció global, contribueix a un turisme especialitzat vinculat a l'economia del coneixement. Aqu
1	0.2805	0.7834	model genera ocupació qualificada, redueix l'estacionalitat turística i promou la sostenibilitat urbana. El 22@ es consolida com a referent en innovació i qualitat de vida,
1	0.2805	0.7730	reforçant el posicionament de Barcelona com a hub tecnològic i destinació de turisme professional.
1	0.2805	0.7464	El projecte "Ciència, Tecnologia i Societat" reforça el posicionament de Barcelona com a capital científica i tecnològica amb motiu del 20è aniversari del BSC. La seva
1	0.2820	0.7341	excel•lència en supercomputació, IA i ciències de la vida atrau esdeveniments i congressos internacionals, generant turisme especialitzat i impacte econòmic directe en
1	0.2922	0.7207	jaments i serveis. Aquesta aposta per la divulgació i la innovació científica contribueix a un model de turisme de qualitat, vinculat al coneixement, que enrique
1	0.2936	0.7115	ge global de la ciutat i la seva capacitat d'atra
1	0.2805	0.6838	La participació institucional de Barcelona com a membre conseller de la Fundació Cotec reforça el seu lideratge en innovació i turisme de coneixement. Aquesta
1	0.2805	0.6715	col-laboració públic-privada facilita l'organització d'esdeveniments i projectes pilot que atrauen turisme de qualitat, amb major poder adquisitiu i estades més llargues. A
1	0.2805	0.6601	més, posiciona la ciutat com a referent en economia del coneixement, sostenibilitat i digitalització, contribuint a la competitivitat, l'ocupació qualificada i la reputació
1	0.2805	0.6489	internacional de Barcelona com a destinació de turisme científic i de negocis.
1	0.2892	0.6222	festa de Cap d'Any a Barcelona, amb espectacle de drons, pirotècnia i música a l'avinguda de la Reina Maria Cristina, reforça l'atractiu cultural i turístic de la ciu
1	0.2892	0.6120	rant el període nadalenc. Amb la participació de 100.000 persones i una producció artística d'alt nivell, l'esdeveniment posiciona Barcelona com a refere
1	0.2805	0.5976	internacional en celebracions urbanes. Aquesta proposta innovadora en llenguatges visuals i escenografia contribueix a enriquir l'oferta cultural, atraient turisme de
1	0.2805	0.5852	qualitat i generant impacte econòmic positiu en allotjament, restauració i serveis locals.
1	0.2863	0.5605	Barcelona Festival de Nadal consolida la ciutat com a destinació turística d'hivern, amb una programació cultural diversa i de qualitat que transforma la plaç
1	0.2863	0.5493	atalunya en un espai de celebració. Dirigit a públics locals i internacionals, el festival promou el comerç, la dinamització de l'espai públic i l'atracció de visitants durar
1	0.2805	0.5359	una temporada tradicionalment menys turística. Amb l'objectiu d'internacionalitzar la seva oferta, el projecte reforça la marca cultural de Barcelona i contribueix a un
1	0.2805	0.5236	model de turisme sostenible, familiar i vinculat a l'experiència artística.
1	0.2805	0.4990	El festival Llum BCN transforma el Poblenou en un espai d'experimentació artística i tecnològica, atraient més de 300.000 visitants en la seva edició de 2025. Amb
1	0.2805	0.4857	instal-lacions lumíniques d'artistes internacionals i escoles locals, el festival reforça el posicionament de Barcelona com a destinació cultural de qualitat. La jornada Llum
1	0.2820	0.4734	BCN Pro impulsa el networking professional i la projecció internacional. L'esdeveniment contribueix a la dinamització del districte 22@, promou el turisme sostenible i
1	0.2805	0.4620	diversificat, i enriqueix l'oferta cultural de la ciutat fora de la temporada alta.
1	0.2805	0.4364	La Mercè és la Festa Major de Barcelona i un dels grans motors de promoció turístiaa i cultural de la ciutat. Amb més de 500 activitats gratuites i una clara aposta per la
1	0.2805	0.4251	descentralització, el festival democratitza l'accés a la cultura i activa nous espais urbans. La presència de Manchester com a ciutat convidada el 2025 reforça els vincles
1	0.2805	0.4117	internacionals i atrau turisme cultural diversificat. La col-laboració amb Mondiacult (UNESCO) i la fusió d'estils artístics posicionen Barcelona com a capital creativa
1	0.2805	0.4004	global, amb un impacte directe en el sector turístic i econòmic.
